0 [1.0, 1.0, 1.0]
600 [0.3853871, 1.2300411, 0.48853022]
1200 [0.27301452, 1.6815758, 0.27647045]
1800 [0.3677814, 2.3214593, 0.16789237]
2400 [0.4173831, 3.0549965, 0.13093057]
3000 [0.4414314, 3.7429793, 0.124314435]
3600 [0.47361282, 4.409833, 0.12326803]
4200 [0.5081147, 5.0670886, 0.11739214]
4800 [0.53173196, 5.716849, 0.111171186]
5400 [0.5554818, 6.3631825, 0.1080188]
6000 [0.5803218, 7.0094695, 0.10768346]
6600 [0.6110623, 7.6597104, 0.11173861]
7200 [0.6475946, 8.320705, 0.12250913]
