# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.297251939773559570e+00 2.845361828804016113e-01 1.545484061352908611e-03 2.243228955194354057e-03 1.541910052299499512e+00 5.279672145843505859e-02 3.287491202354431152e-01 8.146122843027114868e-02 3.032382428646087646e-01 9.690764709375798702e-04 4.338993225246667862e-03 1.668749928474426270e+00 3.355858474969863892e-02 2.864924073219299316e-01 1.551593899726867676e+00 1.041485369205474854e-01 4.626458394341170788e-04 1.175604644231498241e-03 1.305480957031250000e+00 1.479608193039894104e-02 6.205604672431945801e-01 3.020986169576644897e-02 1.028591915965080261e-01 4.574689955916255713e-04 1.162056112661957741e-03 1.304470896720886230e+00 1.460763625800609589e-02 1.188238933682441711e-01 2.663560509681701660e-01 3.579827398061752319e-02 4.395139962434768677e-02 3.666159510612487793e-02 7.137587666511535645e-02 4.798004776239395142e-02 2.972555458545684814e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
1.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.056347825098782778e-05 2.935987822638708167e-06 1.057084318745182827e-06 1.816891085582028609e-06 3.033709253941196948e-05 3.604079950036975788e-07 4.102311140741221607e-05 1.115689010475762188e-04 3.578190614916820778e-07 2.060923876001652388e-08 6.378805892381933518e-07 5.500516635947860777e-05 4.597555047780588211e-08 4.379250094643794000e-05 5.725215189158916473e-03 3.960700996685773134e-05 1.112070531235076487e-04 2.217141991422977298e-05 2.196750976145267487e-02 1.240909477928653359e-05 3.596625989302992821e-03 5.360447335988283157e-03 3.162700886605307460e-05 1.476656470913439989e-04 1.157468068413436413e-05 2.150263264775276184e-02 1.637748937355354428e-05 3.135459031909704208e-03 1.195144057273864746e-01 5.077028656005859375e+01 8.712088012695312500e+01 9.498486667871475220e-02 7.777130603790283203e-01 1.243600528687238693e-02 1.558315008878707886e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
2.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.204734482802450657e-05 1.299489213124616072e-06 4.988810697881262968e-09 3.978952918259892613e-07 3.387559218026581220e-06 2.204736944122487330e-07 1.453711956855840981e-05 6.907607712491881102e-06 7.516626965298200957e-07 2.925129933828429785e-07 2.741657567639776971e-07 6.337229478958761320e-06 1.398581588318847935e-07 2.826076524797827005e-06 1.886317040771245956e-03 9.973511623684316874e-06 2.793742351059336215e-05 9.025363397086039186e-06 7.652803789824247360e-03 1.767885805747937411e-05 1.200027298182249069e-03 1.549081294797360897e-03 6.621574357268400490e-06 2.774025051621720195e-05 8.824980795907322317e-06 6.561407353729009628e-03 1.314930523221846670e-05 9.533019619993865490e-04 1.343704015016555786e-01 2.633765563964843750e+02 5.038569946289062500e+02 2.886006534099578857e-01 1.342024326324462891e+00 1.963090300559997559e-01 1.392841935157775879e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
3.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.441266940673813224e-04 5.101333044876810163e-06 4.503482341533526778e-05 1.294587709708139300e-04 1.292121451115235686e-04 2.264818176627159119e-04 1.689387681835796684e-05 9.882721496978774667e-05 4.258160970493918285e-06 4.376491779112257063e-05 1.370845857309177518e-04 1.278861600439995527e-04 2.181336749345064163e-04 3.600808122428134084e-05 8.530472987331449986e-04 4.311252723709912971e-06 3.906311030732467771e-05 8.375733159482479095e-05 2.927652560174465179e-03 1.173046694020740688e-04 3.710465971380472183e-04 7.963244570419192314e-04 5.646367753797676414e-06 4.709551285486668348e-05 7.343423931160941720e-05 2.631567185744643211e-03 1.133477489929646254e-04 3.771467308979481459e-04 1.548251360654830933e-01 4.402588500976562500e+02 9.727744140625000000e+02 1.485772579908370972e-01 1.461467266082763672e+00 7.643172144889831543e-02 2.696449279785156250e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
4.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.385934385529253632e-05 1.042246708493621554e-06 6.099490292399423197e-06 8.773594345257151872e-06 1.470121424063108861e-05 1.956916457857005298e-05 2.162619239243213087e-06 1.050251012202352285e-05 7.791407483637158293e-07 5.788562248199013993e-06 1.120400702347978950e-05 1.208658159157494083e-05 1.800957943487446755e-05 3.936667326343012974e-06 3.074587730225175619e-04 1.146303816312865820e-06 1.042467192746698856e-05 1.157895349024329334e-05 9.311696048825979233e-04 2.098063851008191705e-05 9.742339170770719647e-05 3.516017459332942963e-04 3.167729801134555601e-06 1.067076209437800571e-05 1.019201681629056111e-05 9.786215377971529961e-04 2.151926310034468770e-05 1.224680891027674079e-04 6.559961009770631790e-03 4.131589050292968750e+02 1.065276123046875000e+03 6.525835953652858734e-03 2.077859044075012207e-01 1.711647585034370422e-02 7.925826311111450195e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
5.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.733286921989929397e-06 4.124938257632493332e-08 2.376356320610284456e-07 2.116787101158479345e-08 1.281279537579393946e-06 3.060879976146679837e-07 1.087915620701096486e-06 1.103649424294417258e-06 8.608050450220616767e-08 1.707293932895481703e-07 2.216263652599081979e-07 5.166328946870635264e-07 2.735017403665551683e-07 1.067375364982581232e-06 1.326953206444159150e-04 6.447801865760993678e-07 5.441049779619788751e-06 4.996659299649763852e-06 3.295524220447987318e-04 8.723878636374138296e-06 3.793173164012841880e-05 1.577440125402063131e-04 2.735229372774483636e-06 4.031756361655425280e-06 6.286637471930589527e-06 3.806440217886120081e-04 9.872428563539870083e-06 4.438842006493359804e-05 5.906308069825172424e-02 2.993815917968750000e+02 8.749872436523437500e+02 8.888287097215652466e-02 5.332982540130615234e-02 1.702682375907897949e-01 2.372519299387931824e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
6.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.975079819923848845e-07 2.794005376927088946e-05 2.386054256930947304e-05 1.872400753200054169e-05 2.252059800866845762e-07 8.185047045117244124e-05 3.121916051895823330e-06 2.107357659042463638e-06 2.337677506147883832e-05 2.215515451098326594e-05 1.751094714563805610e-05 3.528719361156618106e-08 7.956932677188888192e-05 1.427162032996420749e-06 7.395544525934383273e-05 1.728718234517145902e-05 1.563889236422255635e-05 1.304735633311793208e-05 1.559881347930058837e-04 5.492020136443898082e-05 2.108031549141742289e-05 8.096767851384356618e-05 1.955383231688756496e-05 1.438182971469359472e-05 1.650089870963711292e-05 1.736500125844031572e-04 5.175364276510663331e-05 1.935595537361223251e-05 1.676161140203475952e-01 2.106712341308593750e+02 6.708970947265625000e+02 2.304238080978393555e-01 2.680085599422454834e-01 4.026431739330291748e-01 2.487227171659469604e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
7.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.067959255531604867e-07 1.505731184181513527e-08 6.380116435167337841e-09 7.632700516069235164e-08 1.389757784409084707e-07 5.935102187493157544e-09 2.699881065382214729e-07 8.557460091651591938e-07 5.290521087886190799e-08 1.253607884166285658e-08 1.805994997994275764e-08 5.338815256550333288e-08 1.658636534784818650e-07 2.120527540228067664e-07 4.405857907840982080e-05 5.566165555137558840e-07 7.574249138997402042e-07 4.117289790883660316e-06 8.215037814807146788e-05 3.811321221292018890e-06 1.250915011041797698e-05 4.749052095576189458e-05 3.300269099781871773e-06 1.086422912521811668e-06 5.209441496845101938e-06 8.506412268616259098e-05 4.949841240886598825e-06 7.845183972676750273e-06 2.909972369670867920e-01 1.500501861572265625e+02 5.048973999023437500e+02 3.387247025966644287e-01 3.369440138339996338e-01 6.731441020965576172e-01 5.478864908218383789e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
8.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.495053491064936679e-08 3.233211387509982160e-08 1.372587554726578674e-08 8.963448294707632158e-08 3.149789051803963957e-08 1.407158745081460438e-08 1.112761935928574530e-07 3.439061231347295688e-07 1.750946942991049582e-08 2.141124255672366417e-08 1.324490117582399762e-08 2.137803889468159468e-08 2.356350421450770227e-07 4.698360811516977265e-08 2.770347236946690828e-05 5.674557996826479211e-07 3.273042921136948280e-07 3.427095407460001297e-06 4.338634971645660698e-05 2.535964995331596583e-06 6.508524620585376397e-06 3.066907083848491311e-05 2.873871835618047044e-06 8.493379368701425847e-07 3.546899961293092929e-06 4.403551429277285933e-05 3.830901277979137376e-06 3.300600155853317119e-06 3.105195760726928711e-01 1.037117156982421875e+02 3.656752624511718750e+02 3.368724584579467773e-01 2.440389692783355713e-01 8.411852121353149414e-01 5.799614191055297852e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
9.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.091127519563087844e-08 4.345820059370453237e-08 1.189665965739550302e-08 7.345745700604311423e-08 3.570551632137153319e-09 2.180571456733559899e-08 3.584923291555242031e-08 4.260234334196866257e-07 1.596720800023376796e-08 1.719811493217093812e-08 2.266506315962146800e-09 5.844540851285273675e-09 2.646150107921130257e-07 7.134652690865550539e-08 1.751652962411753833e-05 6.437553565774578601e-07 2.932820564183202805e-07 2.563300313340732828e-06 2.377899727434851229e-05 1.593391402820998337e-06 3.127307991235284135e-06 2.041016341536305845e-05 2.354286380068515427e-06 7.783970659147598781e-07 2.212912477261852473e-06 2.496294655429664999e-05 2.842292133209411986e-06 1.511645223217783496e-06 2.424440979957580566e-01 7.065895080566406250e+01 2.607558593750000000e+02 2.923844754695892334e-01 1.359246671199798584e-01 8.150914907455444336e-01 4.209213554859161377e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 inf
